keyword,title,link,authors,journal,year,snippet,full_abstract,pdf_url
chess,Theories of chess skill,https://link.springer.com/article/10.1007/BF01359218,DH Holding,Psychological Research,1992,The paper reviews the evidence for and against the recognition-association theory and a forward-search (SEEK) theory of chess skill. The recognition-association theory appears to be …,,
chess,The technology chess program,https://www.sciencedirect.com/science/article/pii/0004370272900458,JJ Gillogly,Artificial Intelligence,1972,"A chess program has been developed which plays good chess (for a program) using a very simple structure. It is based on a brute force search of the move tree with no forward pruning, …",,
chess,Chess and Education.,https://eric.ed.gov/?id=EJ1400719,G Karakus,Educational Considerations,2023,… This review presents how chess improves student abilities and underlines inferences about chess … studies about chess instruction in the literature express the effect of chess on students’ …,,https://files.eric.ed.gov/fulltext/EJ1400719.pdf
chess,Hierarchical analysis of behavior in competition: Prediction in chess,https://onlinelibrary.wiley.com/doi/abs/10.1002/bs.3830250303,"TL Saaty, LG Vargas",Behavioral science,1980,In this paper we use the analytic hierarchy process to combine technical and behavioral characteristics of chess players and predict the outcome of a championship match. The method …,,
chess,Intrinsic chess ratings,https://ojs.aaai.org/index.php/AAAI/article/view/7951,"K Regan, G Haworth",Proceedings of the AAAI Conference on Artificial …,"Aug 4, 2011","This paper develops and tests formulas for representing playing strength at chess by the quality of moves played, rather than by the results of games. Intrinsic quality is estimated via …","This paper develops and tests formulas for representing playing strength at chess by the quality of moves played, rather than by the results of games. Intrinsic quality is estimated via evaluations given by computer chess programs run to high depth, ideally so that their playing strength is sufficiently far ahead of the best human players as to be a `relatively omniscient",https://ojs.aaai.org/index.php/AAAI/article/download/7951/7810
chess,Adaptive pattern-oriented chess,https://www.sciencedirect.com/science/article/pii/B9781558602007500210,"R Levinson, R Snyder",Machine Learning Proceedings 1991,1991,… chess players base their assessments of chess positions on structural/perceptual patterns learned through experience. Morph is a computer chess … and evaluate chess positions. An …,,
chess,Esports: The chess of the 21st century,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2019.00156/full,"MA Pluss, KJM Bennett, AR Novak, D Panchuk…",Frontiers in …,2019,"For many decades, researchers have explored the true potential of human achievement. The expertise field has come a long way since the early works of de Groot (1965) and Chase …",,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2019.00156/pdf
chess,The Turk: The life and times of the famous eighteenth-century chess-playing machine,https://www.academia.edu/download/81502116/ec45ba023359aabd1f7ae8cc4e4de60826f2.pdf,T Standage,2002,2002,… The Turk is an 18th century chess-playing machine that bedazzled Europe and The Turk: The Life and Times of the Famous Eighteenth-Century. AbeBooks.com: The Turk: The Life …,,https://www.academia.edu/download/81502116/ec45ba023359aabd1f7ae8cc4e4de60826f2.pdf
chess,On the effect of chess training on scholastic achievement,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2014.00762/full,WM Bart,Frontiers in psychology,2014,… The chess group participants registered significantly higher posttest metacognitive ability … non-chess group participants. A major conclusion of the study is that chess instruction improves …,,https://www.frontiersin.org/articles/10.3389/fpsyg.2014.00762/pdf
chess,Reading chess,https://ieeexplore.ieee.org/abstract/document/56191/,"HS Baird, K Thompson",IEEE Transactions on pattern analysis …,1990,"By applying semantic analysis to images of extended passages of text, several volumes of a chess encyclopedia have been read with high accuracy. Although carefully proofread, the …",,
chess,The effect of chess on cognition: a graph theory study on cognitive data,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2024.1407583/full,"L Gonzalez-Burgos, C Lozano-Rodriguez…",Frontiers in …,2024,"… of community structures in chess players and controls, to gain additional understanding of the cognitive architecture of chess players. We hypothesized that chess player would perform …",,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2024.1407583/pdf
chess,Brain activity in chess playing,https://www.academia.edu/download/124291099/369191a0.pdf,"P Nichelli, J Grafman, P Pietrini, D Alway, JC Carton…",Nature,1994,"… Chess is an example of such a task2 , and we have administered chess problems in con… and discriminate between black and white chess pieces. The extra visual analysis required by …",,https://www.academia.edu/download/124291099/369191a0.pdf
chess,Educational benefits of chess instruction: A critical review,https://researchportal.murdoch.edu.au/esploro/outputs/bookChapter/Educational-benefits-of-chess-instruction-A/991005542720507891,"F Gobet, G Campitelli",Chess and education …,2006,"… Or have chess players been blinded by their love of the game into … chess is advantageous for general education. To do so, we subject research into the educational benefits of chess to …",,https://researchportal.murdoch.edu.au/esploro/fulltext/bookChapter/Educational-benefits-of-chess-instruction-A/991005542720507891?repId=12135852430007891&mId=13136703660007891&institution=61MUN_INST
chess,Visual span in expert chess players: Evidence from eye movements,https://journals.sagepub.com/doi/abs/10.1111/1467-9280.00309,"EM Reingold, N Charness, M Pomplun…",Psychological …,2001,"The reported research extends classic findings that after briefly viewing structured, but not random, chess positions, chess masters reproduce these positions much more accurately than …",,https://www.researchgate.net/profile/Eyal-Reingold/publication/12040298_Visual_Span_in_Expert_Chess_Players_Evidence_From_Eye_Movements/links/652004eed717ef1293d08519/Visual-Span-in-Expert-Chess-Players-Evidence-From-Eye-Movements.pdf
chess,Kasparov versus Deep Blue: Computer chess comes of age,https://books.google.com/books?hl=en&lr=&id=IiXjBwAAQBAJ&oi=fnd&pg=PA1&dq=chess&ots=_N2pYtoIHz&sig=Uis1P8_3MlZsxZHrR_siuqQTdf0,M Newborn,2012,2012,… of the match announced that he believed that chess computing had come of age. This book … evolution of chess-playing computers and the development of Deep Blue. The story of chess-…,,
chess,Differences between high vs. low performance chess players in heart rate variability during chess problems,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2019.00409/full,"JP Fuentes-García, S Villafaina…",Frontiers in …,2019,"… six chess problem solving tasks with different level of difficulty were conducted (two low level, two medium level and two high level chess … in both groups when chess problems difficulty …",,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2019.00409/pdf
chess,Trial and error search in solving difficult problems: Evidence from the game of chess,https://onlinelibrary.wiley.com/doi/abs/10.1002/bs.3830070402,"HA Simon, PA Simon",Behavioral Science,1962,"… of chess seem intellectual prodigies, who perform feats of memory and discovery unachievable by ordinary mortals. The great chess … which surrounds the game of chess by showing that …",,
chess,Lasker's manual of chess,https://books.google.com/books?hl=en&lr=&id=XcvDAgAAQBAJ&oi=fnd&pg=PP1&dq=chess&ots=vn3bJ65v-h&sig=O-A_A4lCmtiBnI7l8KsaN6ErZgE,E Lasker,2013,2013,Emanuel Lasker was probably the greatest chess player of modern times. Certainly no man has ever held the world championship longer—28 years—or kept his powers so long. In his …,,https://www.russell-enterprises.com/s/laskers_manual_excerpt.pdf
chess,Expert chess memory: Revisiting the chunking hypothesis,https://www.tandfonline.com/doi/abs/10.1080/741942359,"F Gobet, HA Simon",Memory,1998,"… chess expertise, this paper re-examines experimentally the finding of Chase and Simon (1973a) that the differences in ability of chess … regarding latencies and chess relations between …",,https://bura.brunel.ac.uk/bitstream/2438/1343/1/Copy-Task-NEW-BJP.pdf
chess,The effects of chess instruction on pupils' cognitive and academic skills: State of the art and theoretical challenges,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2017.00238/full,"G Sala, JP Foley, F Gobet",Frontiers in Psychology,2017,"… chess instruction (Sala & Gobet, 2016). The meta-analysis, including 24 studies and 40 effect sizes, shows that chess … of the reviewed studies compared chess-treated groups with active …",,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2017.00238/pdf
chess,Your move: The effect of chess on mathematics test scores,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0177257,"M Rosholm, MB Mikkelsen, K Gumede",PloS one,2017,… of transfer from chess to other domains with special attention to the link between chess and … We will conclude with a brief section on potential indirect channels through which chess …,,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0177257&type=printable
