keyword,result_id,type,title,link,authors,journal,year,snippet,full_abstract,publication,cited_by,cited_by_link,related_pages_link,versions_link,pdf_url
Geographical tourism,Xf4VOIkMvNcJ,Book,"Tourism geography: Critical understandings of place, space and experience",https://www.taylorfrancis.com/books/mono/10.4324/9780203743881/tourism-geography-stephen-williams,S Williams,2014,2014,"… definitions and concepts, along with an introduction to some of the major themes in contemporary geographic research on tourism, which are further developed in subsequent chapters …",,S Williams - 2014 - taylorfrancis.com,868,"https://scholar.google.com/scholar?cites=15545313797267127901&as_sdt=5,31&sciodt=0,31&hl=en&num=20","https://scholar.google.com/scholar?q=related:Xf4VOIkMvNcJ:scholar.google.com/&scioq=Geographical+tourism&hl=en&num=20&as_sdt=0,31","https://scholar.google.com/scholar?cluster=15545313797267127901&hl=en&num=20&as_sdt=0,31",http://ndl.ethernet.edu.et/bitstream/123456789/43715/1/60.Stephen%20Williams.pdf
Geographical tourism,oZ5vun88uAYJ,,Linking tourism to the sustainable development goals: A geographical perspective,https://www.tandfonline.com/doi/full/10.1080/14616688.2018.1434818,R Scheyvens,Tourism Geographies,2018,"… tourism geographers consider how we might utilise the SDGs to analyse the linkages between tourism … and linkages between the agriculture and tourism sectors in a particular country, …",,"R Scheyvens - Tourism Geographies, 2018 - Taylor & Francis",126,"https://scholar.google.com/scholar?cites=484203479228718753&as_sdt=5,31&sciodt=0,31&hl=en&num=20","https://scholar.google.com/scholar?q=related:oZ5vun88uAYJ:scholar.google.com/&scioq=Geographical+tourism&hl=en&num=20&as_sdt=0,31","https://scholar.google.com/scholar?cluster=484203479228718753&hl=en&num=20&as_sdt=0,31",https://www.researchgate.net/profile/Regina-Scheyvens-2/publication/323086477_Linking_tourism_to_the_sustainable_development_goals_a_geographical_perspective/links/63fe80d4b1704f343f8d42b8/Linking-tourism-to-the-sustainable-development-goals-a-geographical-perspective.pdf
Geographical tourism,h_9wmTnHhBsJ,Html,Geographical features of pilgrimage tourism (in the case of Kashkadarya region),https://cyberleninka.ru/article/n/geographical-features-of-pilgrimage-tourism-in-the-case-of-kashkadarya-region,IB Safarov,Экономика и социум,2023,"… Improving tourist activity through the development of tourism … objects, their economic geographical aspects, the analysis of … and natural geographical objects of pilgrimage tourism is …",,"IB Safarov - Экономика и социум, 2023 - cyberleninka.ru",42,"https://scholar.google.com/scholar?cites=1982928786151243655&as_sdt=5,31&sciodt=0,31&hl=en&num=20","https://scholar.google.com/scholar?q=related:h_9wmTnHhBsJ:scholar.google.com/&scioq=Geographical+tourism&hl=en&num=20&as_sdt=0,31",,
Geographical tourism,99I0ifjLFH0J,,The Geography of International Tourism. Resource Paper No. 76-1.,https://eric.ed.gov/?id=ED155110,IM Matley,1976,1976,… geography which have seen relatively recent development aS academic subjects are the geography of recreation and the geography of tourism.. … in tourism as an object of serious study. …,,IM Matley - 1976 - ERIC,170,"https://scholar.google.com/scholar?cites=9013053022589473527&as_sdt=5,31&sciodt=0,31&hl=en&num=20","https://scholar.google.com/scholar?q=related:99I0ifjLFH0J:scholar.google.com/&scioq=Geographical+tourism&hl=en&num=20&as_sdt=0,31","https://scholar.google.com/scholar?cluster=9013053022589473527&hl=en&num=20&as_sdt=0,31",https://files.eric.ed.gov/fulltext/ED155110.pdf
Geographical tourism,Cvo70hfvIywJ,,The geography of tourism: an introduction,https://www.sciencedirect.com/science/article/pii/0160738379901002,LS Mitchell,Annals of Tourism Research,1979,"… In conclusion, this special issue of Annals of Tourism Research on the Geography of Tourism presents a representative sample of the types of research being conducted by geographers…",,"LS Mitchell - Annals of Tourism Research, 1979 - Elsevier",98,"https://scholar.google.com/scholar?cites=3180648647444134410&as_sdt=5,31&sciodt=0,31&hl=en&num=20","https://scholar.google.com/scholar?q=related:Cvo70hfvIywJ:scholar.google.com/&scioq=Geographical+tourism&hl=en&num=20&as_sdt=0,31","https://scholar.google.com/scholar?cluster=3180648647444134410&hl=en&num=20&as_sdt=0,31",
Geographical tourism,mCtGBIQaGt4J,,Teaching tourism geography,https://www.tandfonline.com/doi/full/10.1080/14616680802643367,D Che,Tourism Geographies,2009,"… geography courses, and core courses, which include a mix of existing geography, tourism … Drawing from geography, THS specifically includes content on sustainability and the culture …",,"D Che - Tourism Geographies, 2009 - Taylor & Francis",31,"https://scholar.google.com/scholar?cites=16004133380124191640&as_sdt=5,31&sciodt=0,31&hl=en&num=20","https://scholar.google.com/scholar?q=related:mCtGBIQaGt4J:scholar.google.com/&scioq=Geographical+tourism&hl=en&num=20&as_sdt=0,31","https://scholar.google.com/scholar?cluster=16004133380124191640&hl=en&num=20&as_sdt=0,31",
Geographical tourism,CgL_dVVX1nUJ,,Accessibility of tourism space from a geographical perspective,https://www.ceeol.com/search/article-detail?id=664542,A Zajadacz,Turyzm,2014,"… geographical research (physical, socio-economic) allows this issue to be viewed systemically. Drawing on the fields of geography and accessible tourism, … accessibility of tourism space …",,"A Zajadacz - Turyzm, 2014 - ceeol.com",31,"https://scholar.google.com/scholar?cites=8491070172017132042&as_sdt=5,31&sciodt=0,31&hl=en&num=20","https://scholar.google.com/scholar?q=related:CgL_dVVX1nUJ:scholar.google.com/&scioq=Geographical+tourism&hl=en&num=20&as_sdt=0,31","https://scholar.google.com/scholar?cluster=8491070172017132042&hl=en&num=20&as_sdt=0,31",https://yadda.icm.edu.pl/cejsh/element/bwmeta1.element.ojs-doi-10_2478_tour-2014-0005/c/7547-7590.pdf
Geographical tourism,VKK2f1WfnlYJ,Book,A companion to tourism,https://books.google.com/books?hl=en&lr=&id=nePEB4e3Y0EC&oi=fnd&pg=PR5&dq=Geographical+tourism&ots=6490vZKaH5&sig=SalOr3VauJTVe09mLJYX7B5sqHI,"AA Lew, CM Hall, AM Williams",2008,2008,"… geography to our understanding of tourism. We recognize, of course, that geography does not have a monopoly on tourism … that tourism is intrinsically of concern to geography and geog…",,"AA Lew, CM Hall, AM Williams - 2008 - books.google.com",512,"https://scholar.google.com/scholar?cites=6241601323145798228&as_sdt=5,31&sciodt=0,31&hl=en&num=20","https://scholar.google.com/scholar?q=related:VKK2f1WfnlYJ:scholar.google.com/&scioq=Geographical+tourism&hl=en&num=20&as_sdt=0,31","https://scholar.google.com/scholar?cluster=6241601323145798228&hl=en&num=20&as_sdt=0,31",http://repository.mut.ac.ke:8080/xmlui/bitstream/handle/123456789/26/A%20Companion%20to%20Tourism%20%282004%29.pdf?sequence=1&isAllowed=y
Geographical tourism,AhxyZ3zn-aUJ,Html,The effects of local food and local products with geographical indication on the development of tourism gastronomy,https://www.mdpi.com/2071-1050/13/12/6692,"H Pamukçu, Ö Saraç, S Aytuğar, M Sandıkçı",Sustainability,2021,"… with geographical indication. … tourism is local products registered with geographical indications with an impact rate of 60%. The effect of local foods, registered with geographical …",,"H Pamukçu, Ö Saraç, S Aytuğar, M Sandıkçı - Sustainability, 2021 - mdpi.com",178,"https://scholar.google.com/scholar?cites=11959844806956555266&as_sdt=5,31&sciodt=0,31&hl=en&num=20","https://scholar.google.com/scholar?q=related:AhxyZ3zn-aUJ:scholar.google.com/&scioq=Geographical+tourism&hl=en&num=20&as_sdt=0,31","https://scholar.google.com/scholar?cluster=11959844806956555266&hl=en&num=20&as_sdt=0,31",
Geographical tourism,6fC4RUOLbFYJ,,The study of tourism in Britain—a geographical perspective,https://link.springer.com/article/10.1007/BF00518315,BS Duffield,GeoJournal,1984,… from other disciplines have often made significant contributions which extend our understanding of the geography of tourism in Britain and their work is instanced where appropriate. …,,"BS Duffield - GeoJournal, 1984 - Springer",29,"https://scholar.google.com/scholar?cites=6227505505795371241&as_sdt=2005&sciodt=0,5&hl=en&num=20","https://scholar.google.com/scholar?q=related:6fC4RUOLbFYJ:scholar.google.com/&scioq=Geographical+tourism&hl=en&num=20&as_sdt=0,5","https://scholar.google.com/scholar?cluster=6227505505795371241&hl=en&num=20&as_sdt=0,5",
Geographical tourism,dqv56WwfM44J,,The concept of tourism destination in the context of geographical space,https://journals.ysu.am/index.php/proceedings-geol-geogr/article/view/vol54_no3_2020_pp203-210,GP Aleksanyan,… of the YSU c: geological and geographical …,2020,"… Thus, based on the above, the task is to present the geographical content of the tourism destination in this article, in particular “is a tourism destination a kind of geographic space and …",,"GP Aleksanyan - … of the YSU c: geological and geographical …, 2020 - journals.ysu.am",13,"https://scholar.google.com/scholar?cites=10246568129840393078&as_sdt=2005&sciodt=0,5&hl=en&num=20","https://scholar.google.com/scholar?q=related:dqv56WwfM44J:scholar.google.com/&scioq=Geographical+tourism&hl=en&num=20&as_sdt=0,5","https://scholar.google.com/scholar?cluster=10246568129840393078&hl=en&num=20&as_sdt=0,5",https://journals.ysu.am/index.php/proceedings-geol-geogr/article/download/vol54_no3_2020_pp203-210/pdf
Geographical tourism,HdHxlswdMqgJ,,Rural tourism: from geographical constructs to models of development,https://link.springer.com/article/10.1134/S1875372821010145,"AI Zyrianov, VA Semiglazova",Geography and Natural Resources,2021,… and outline rural tourism as well as to identify its specifics through the tourism system as a … of economic geography are the most suitable for the study of rural tourism. GEOGRAPHIC …,,"AI Zyrianov, VA Semiglazova - Geography and Natural Resources, 2021 - Springer",11,"https://scholar.google.com/scholar?cites=12119782311750390045&as_sdt=2005&sciodt=0,5&hl=en&num=20","https://scholar.google.com/scholar?q=related:HdHxlswdMqgJ:scholar.google.com/&scioq=Geographical+tourism&hl=en&num=20&as_sdt=0,5","https://scholar.google.com/scholar?cluster=12119782311750390045&hl=en&num=20&as_sdt=0,5",
Geographical tourism,Evix34G0g5QJ,,A geographical approach to trust in tourism,https://www.tandfonline.com/doi/abs/10.1080/14616688.2019.1652337,"J Sun, Y Yang, A de Jong",Tourism Geographies,2020,… tourism project in … tourism research and geographical conceptualisations of trust is called for – as a way to attend to spatial and scalar differences in understanding of trust within tourism …,,"J Sun, Y Yang, A de Jong - Tourism Geographies, 2020 - Taylor & Francis",22,"https://scholar.google.com/scholar?cites=10701595609459193874&as_sdt=2005&sciodt=0,5&hl=en&num=20","https://scholar.google.com/scholar?q=related:Evix34G0g5QJ:scholar.google.com/&scioq=Geographical+tourism&hl=en&num=20&as_sdt=0,5","https://scholar.google.com/scholar?cluster=10701595609459193874&hl=en&num=20&as_sdt=0,5",https://eprints.gla.ac.uk/212467/7/212467.pdf
Geographical tourism,DimYuRpopoQJ,,Wine tourism development in South Africa: a geographical analysis,https://www.tandfonline.com/doi/abs/10.1080/14616688.2017.1298152,"SLA Ferreira, CA Hunter",Tourism Geographies,2017,… presents a geographical analysis of the development and current state of wine tourism in the region that can assist in the country's efforts to enhance and preserve wine tourism in the …,,"SLA Ferreira, CA Hunter - Tourism Geographies, 2017 - Taylor & Francis",143,"https://scholar.google.com/scholar?cites=9558441723132651790&as_sdt=2005&sciodt=0,5&hl=en&num=20","https://scholar.google.com/scholar?q=related:DimYuRpopoQJ:scholar.google.com/&scioq=Geographical+tourism&hl=en&num=20&as_sdt=0,5","https://scholar.google.com/scholar?cluster=9558441723132651790&hl=en&num=20&as_sdt=0,5",https://www.researchgate.net/profile/Sanette-Ferreira/publication/315348722_Wine_tourism_development_in_South_Africa_a_geographical_analysis/links/5c5ad4a192851c48a9bdb907/Wine-tourism-development-in-South-Africa-a-geographical-analysis.pdf
Geographical tourism,U_8cOedqnHsJ,,The use of geographical information systems for tourism marketing purposes in Aveiro region (Portugal),https://www.sciencedirect.com/science/article/pii/S2211973617301149,"H Albuquerque, C Costa, F Martins",Tourism management perspectives,2018,"… develop a geographic database, including all tourist sites in Petra city; to promote tourist sites … actual role of GIS applications in tourism marketing in the context of the continual growth of …",,"H Albuquerque, C Costa, F Martins - Tourism management perspectives, 2018 - Elsevier",124,"https://scholar.google.com/scholar?cites=8907111704360189779&as_sdt=2005&sciodt=0,5&hl=en&num=20","https://scholar.google.com/scholar?q=related:U_8cOedqnHsJ:scholar.google.com/&scioq=Geographical+tourism&hl=en&num=20&as_sdt=0,5","https://scholar.google.com/scholar?cluster=8907111704360189779&hl=en&num=20&as_sdt=0,5",https://www.academia.edu/download/112129331/2017_Albuquerque_etal_online.pdf
Geographical tourism,4Pm68njLrOAJ,,Geography: The substance of tourism,https://www.tandfonline.com/doi/full/10.1080/14616688.2017.1402948,DJ Timothy,Tourism Geographies,2018,"… subfields of geography, in shedding light on many aspects of tourism. There has been an increase in geographical analysis of tourism planning, urban development, tourism policy, and …",,"DJ Timothy - Tourism Geographies, 2018 - Taylor & Francis",36,"https://scholar.google.com/scholar?cites=16189538480818944480&as_sdt=2005&sciodt=0,5&hl=en&num=20","https://scholar.google.com/scholar?q=related:4Pm68njLrOAJ:scholar.google.com/&scioq=Geographical+tourism&hl=en&num=20&as_sdt=0,5","https://scholar.google.com/scholar?cluster=16189538480818944480&hl=en&num=20&as_sdt=0,5",https://www.tandfonline.com/doi/pdf/10.1080/14616688.2017.1402948
Geographical tourism,xJbmCeeHH2UJ,Book,"Tourism, performance, and place: A geographic perspective",https://api.taylorfrancis.com/content/books/mono/download?identifierName=doi&identifierValue=10.4324/9781315550701&type=googlepdf,"JM Rickly-Boyd, DC Knudsen, LC Braverman",2016,2016,… geographic perspectives are particularly attuned to consider a holistic analysis of tourism. … are also set within broader geographic scales and networks of which tourist flows are just one …,,"JM Rickly-Boyd, DC Knudsen, LC Braverman - 2016 - api.taylorfrancis.com",59,"https://scholar.google.com/scholar?cites=7286692148482053828&as_sdt=2005&sciodt=0,5&hl=en&num=20","https://scholar.google.com/scholar?q=related:xJbmCeeHH2UJ:scholar.google.com/&scioq=Geographical+tourism&hl=en&num=20&as_sdt=0,5","https://scholar.google.com/scholar?cluster=7286692148482053828&hl=en&num=20&as_sdt=0,5",https://api.taylorfrancis.com/content/books/mono/download?identifierName=doi&identifierValue=10.4324/9781315550701&type=googlepdf
Geographical tourism,5vXT7yQAa_AJ,,"Leisure, recreation, tourism: A geographic view on integration",https://www.sciencedirect.com/science/article/pii/0160738387901083,"M Jansen-Verbeke, A Dietvorst",Annals of Tourism Research,1987,"… focuses on some geographic perspectives to study the leisure, recreation, and tourism (LRT… experience, recreation activities, and tourism behavior has recently been faced with major …",,"M Jansen-Verbeke, A Dietvorst - Annals of Tourism Research, 1987 - Elsevier",84,"https://scholar.google.com/scholar?cites=17323940550253213158&as_sdt=2005&sciodt=0,5&hl=en&num=20","https://scholar.google.com/scholar?q=related:5vXT7yQAa_AJ:scholar.google.com/&scioq=Geographical+tourism&hl=en&num=20&as_sdt=0,5","https://scholar.google.com/scholar?cluster=17323940550253213158&hl=en&num=20&as_sdt=0,5",https://www.academia.edu/download/49283823/0160-7383_2887_2990108-320161002-756-in7lnn.pdf
Geographical tourism,Fnm5LBv6taoJ,Html,The emerging global tourism geography—An environmental sustainability perspective,https://www.mdpi.com/2071-1050/4/1/42,"P Peeters, M Landré",Sustainability,2011,… fail to clearly describe this geographical … tourism geography’ and shows how this may help to better understand the causes of the environmentally unsustainable development of tourism …,,"P Peeters, M Landré - Sustainability, 2011 - mdpi.com",116,"https://scholar.google.com/scholar?cites=12301012951853791510&as_sdt=2005&sciodt=0,5&hl=en&num=20","https://scholar.google.com/scholar?q=related:Fnm5LBv6taoJ:scholar.google.com/&scioq=Geographical+tourism&hl=en&num=20&as_sdt=0,5","https://scholar.google.com/scholar?cluster=12301012951853791510&hl=en&num=20&as_sdt=0,5",
Geographical tourism,FJvolCg-aLMJ,,Participatory approaches and geographical information systems (PAGIS) in tourism planning,https://www.tandfonline.com/doi/abs/10.1080/14616680500164666,"JC Hasse, S Milne",Tourism Geographies,2005,… This paper explores how participatory approaches (PA) and geographical information … towards tourism and enhance participation and stakeholder interaction in tourism planning. The …,,"JC Hasse, S Milne - Tourism Geographies, 2005 - Taylor & Francis",93,"https://scholar.google.com/scholar?cites=12927651074384894740&as_sdt=2005&sciodt=0,5&hl=en&num=20","https://scholar.google.com/scholar?q=related:FJvolCg-aLMJ:scholar.google.com/&scioq=Geographical+tourism&hl=en&num=20&as_sdt=0,5","https://scholar.google.com/scholar?cluster=12927651074384894740&hl=en&num=20&as_sdt=0,5",
Geographical tourism,Fb7LhOBLGa4J,Book,An historical geography of recreation and tourism in the western world: 1540-1940.,https://www.cabidigitallibrary.org/doi/full/10.5555/19971803038,J Towner,1996,1996,"… An historical geographical approach is applied to the field of recreation and tourism. A wide … The geographical focus is not restricted to Britain and Europe, as North America is …",,J Towner - 1996 - cabidigitallibrary.org,543,"https://scholar.google.com/scholar?cites=12545141664689929749&as_sdt=2005&sciodt=0,5&hl=en&num=20","https://scholar.google.com/scholar?q=related:Fb7LhOBLGa4J:scholar.google.com/&scioq=Geographical+tourism&hl=en&num=20&as_sdt=0,5","https://scholar.google.com/scholar?cluster=12545141664689929749&hl=en&num=20&as_sdt=0,5",
Geographical tourism,4lVhUpNao8YJ,Pdf,The importance of geographical indication in gastronomy tourism: Turkey,https://www.researchgate.net/profile/Seydi-Yikmis/publication/311705089_The_importance_of_geographical_indication_in_gastronomy_tourism_Turkey/links/5ad0d6ee0f7e9b285930e394/The-importance-of-geographical-indication-in-gastronomy-tourism-Turkey.pdf,"S Yıkmış, A Ünal",International Journal of Agricultural and Life …,2016,"… Turkey, as a country with rich natural and human resources has high product diversity which has geographical indications potentially. Geographical indication in gastronomy tourism is …",,"S Yıkmış, A Ünal - International Journal of Agricultural and Life …, 2016 - researchgate.net",35,"https://scholar.google.com/scholar?cites=14313383629502371298&as_sdt=2005&sciodt=0,5&hl=en&num=20","https://scholar.google.com/scholar?q=related:4lVhUpNao8YJ:scholar.google.com/&scioq=Geographical+tourism&hl=en&num=20&as_sdt=0,5","https://scholar.google.com/scholar?cluster=14313383629502371298&hl=en&num=20&as_sdt=0,5",https://www.researchgate.net/profile/Seydi-Yikmis/publication/311705089_The_importance_of_geographical_indication_in_gastronomy_tourism_Turkey/links/5ad0d6ee0f7e9b285930e394/The-importance-of-geographical-indication-in-gastronomy-tourism-Turkey.pdf
Geographical tourism,1DhMjf4_bj4J,,Research on the application of geographic information system in tourism management,https://www.sciencedirect.com/science/article/pii/S1878029612003957,W Wei,Procedia Environmental Sciences,2012,"… Information System (GIS) and Travel Geographic Information System (TGIS), this paper … geographic information system plays in tourism management. Tourism has a strong geographical …",,"W Wei - Procedia Environmental Sciences, 2012 - Elsevier",125,"https://scholar.google.com/scholar?cites=4498603440314530004&as_sdt=2005&sciodt=0,5&hl=en&num=20","https://scholar.google.com/scholar?q=related:1DhMjf4_bj4J:scholar.google.com/&scioq=Geographical+tourism&hl=en&num=20&as_sdt=0,5","https://scholar.google.com/scholar?cluster=4498603440314530004&hl=en&num=20&as_sdt=0,5",https://www.sciencedirect.com/science/article/pii/S1878029612003957/pdf?md5=682cf6c193aae604b0842d4e51ad1910&pid=1-s2.0-S1878029612003957-main.pdf
Geographical tourism,NjEc2BhR144J,,The Arctification of northern tourism: A longitudinal geographical analysis of firm names in Sweden,https://www.tandfonline.com/doi/abs/10.1080/1088937X.2022.2032449,"R Marjavaara, RO Nilsson, DK Müller",Polar Geography,2022,"… process among tourism firms in northern Sweden. Hence, the study’s geographical analysis … , a short background of tourism development will illustrate the study’s geographical context. …",,"R Marjavaara, RO Nilsson, DK Müller - Polar Geography, 2022 - Taylor & Francis",41,"https://scholar.google.com/scholar?cites=10292784640525349174&as_sdt=2005&sciodt=0,5&hl=en&num=20","https://scholar.google.com/scholar?q=related:NjEc2BhR144J:scholar.google.com/&scioq=Geographical+tourism&hl=en&num=20&as_sdt=0,5","https://scholar.google.com/scholar?cluster=10292784640525349174&hl=en&num=20&as_sdt=0,5",https://www.tandfonline.com/doi/pdf/10.1080/1088937X.2022.2032449
Geographical tourism,u9Tzbca2cM4J,,Geographical mapping of visitor flow in tourism: A user-generated content approach,https://journals.sagepub.com/doi/abs/10.1177/1354816618776749,"LK Cvelbar, M Mayr, D Vavpotic",Tourism Economics,2018,"… For decades, we have been treating destinations as rigorous geographical and … tourism and cater to the needs of those visitors, we have to understand groups of geographical …",,"LK Cvelbar, M Mayr, D Vavpotic - Tourism Economics, 2018 - journals.sagepub.com",36,"https://scholar.google.com/scholar?cites=14875590532569224379&as_sdt=2005&sciodt=0,5&hl=en&num=20","https://scholar.google.com/scholar?q=related:u9Tzbca2cM4J:scholar.google.com/&scioq=Geographical+tourism&hl=en&num=20&as_sdt=0,5","https://scholar.google.com/scholar?cluster=14875590532569224379&hl=en&num=20&as_sdt=0,5",https://www.academia.edu/download/87035655/135481661877674920220605-1-1i3fzen.pdf
Geographical tourism,vsG6MQIShCMJ,,Geographies of tourism development and planning,https://www.tandfonline.com/doi/abs/10.1080/14616688.2017.1307442%4010.1080/tfocoll.2023.0.issue-Tourism_Geographies_2023,"J Saarinen, CM Rogerson, CM Hall",Tourism Geographies,2017,… A brief overview of early phases and current directions of development and planning approaches in geographical tourism research shows how traditional approaches are still relevant. …,,"J Saarinen, CM Rogerson, CM Hall - Tourism Geographies, 2017 - Taylor & Francis",329,"https://scholar.google.com/scholar?cites=2559190288886841790&as_sdt=2005&sciodt=0,5&hl=en&num=20","https://scholar.google.com/scholar?q=related:vsG6MQIShCMJ:scholar.google.com/&scioq=Geographical+tourism&hl=en&num=20&as_sdt=0,5","https://scholar.google.com/scholar?cluster=2559190288886841790&hl=en&num=20&as_sdt=0,5",https://www.tandfonline.com/doi/pdf/10.1080/14616688.2017.1307442
Geographical tourism,0K3ZAgmg-PsJ,Book,Leisure/tourism geographies: practices and geographical knowledge,https://api.taylorfrancis.com/content/books/mono/download?identifierName=doi&identifierValue=10.4324/9780203350461&type=googlepdf,D Crouch,2013,2013,"… leisure and tourism, this book documents a lively debate, placing geography at its centre. … Understanding 'Heritage' in terms of lay geography directs attention to the tourist/leisure …",,D Crouch - 2013 - api.taylorfrancis.com,240,"https://scholar.google.com/scholar?cites=18156437858307124688&as_sdt=2005&sciodt=0,5&hl=en&num=20","https://scholar.google.com/scholar?q=related:0K3ZAgmg-PsJ:scholar.google.com/&scioq=Geographical+tourism&hl=en&num=20&as_sdt=0,5","https://scholar.google.com/scholar?cluster=18156437858307124688&hl=en&num=20&as_sdt=0,5",https://api.taylorfrancis.com/content/books/mono/download?identifierName=doi&identifierValue=10.4324/9780203350461&type=googlepdf
Geographical tourism,25aY3Zi4qBkJ,Pdf,"Web-based geographical information system (GIS) for tourism in Oyo State, Nigeria",https://www.researchgate.net/profile/Victor-Balogun/publication/45949716_Web-Based_Geographical_Information_System_GIS_for_Tourism_in_Oyo_State_Nigeria/links/5e6fa41092851ce30dfadf06/Web-Based-Geographical-Information-System-GIS-for-Tourism-in-Oyo-State-Nigeria.pdf,"O Fajuyigbe, VF Balogun…",Information Technology …,2007,… It discuses how a Web-based Geographical Information System (GIS) is used for the rendering and analysis of tourism information for the efficient management and promotion of tourism…,,"O Fajuyigbe, VF Balogun… - Information Technology …, 2007 - researchgate.net",63,"https://scholar.google.com/scholar?cites=1848930613727893211&as_sdt=2005&sciodt=0,5&hl=en&num=20","https://scholar.google.com/scholar?q=related:25aY3Zi4qBkJ:scholar.google.com/&scioq=Geographical+tourism&hl=en&num=20&as_sdt=0,5",,https://www.researchgate.net/profile/Victor-Balogun/publication/45949716_Web-Based_Geographical_Information_System_GIS_for_Tourism_in_Oyo_State_Nigeria/links/5e6fa41092851ce30dfadf06/Web-Based-Geographical-Information-System-GIS-for-Tourism-in-Oyo-State-Nigeria.pdf
Geographical tourism,DLyPQloREc0J,,Locating geographies of tourism,https://journals.sagepub.com/doi/abs/10.1177/0309132507086877,C Gibson,Progress in Human Geography,2008,"… on tourism have been absent until now. In this report, I attempt two things: first, I situate tourism in postwar geography… areas of emphasis in recent tourism geography. Although not taken …",,"C Gibson - Progress in Human Geography, 2008 - journals.sagepub.com",190,"https://scholar.google.com/scholar?cites=14776610931740752908&as_sdt=2005&sciodt=0,5&hl=en&num=20","https://scholar.google.com/scholar?q=related:DLyPQloREc0J:scholar.google.com/&scioq=Geographical+tourism&hl=en&num=20&as_sdt=0,5","https://scholar.google.com/scholar?cluster=14776610931740752908&hl=en&num=20&as_sdt=0,5",https://www.academia.edu/download/30842336/1.LocatingtourismPHG2008.pdf
Geographical tourism,rLl27ppLVBMJ,,Tourism evolution: On the synergies of tourism studies and evolutionary economic geography,https://www.sciencedirect.com/science/article/pii/S0160738313000984,"P Brouder, RH Eriksson",Annals of tourism research,2013,"… sectors, of which tourism is a prime example. This paper introduces EEG to a wider tourism audience by presenting the core principles of EEG and how they relate to tourism studies. A …",,"P Brouder, RH Eriksson - Annals of tourism research, 2013 - Elsevier",289,"https://scholar.google.com/scholar?cites=1392821313562130860&as_sdt=5,48&sciodt=0,48&hl=en&num=20","https://scholar.google.com/scholar?q=related:rLl27ppLVBMJ:scholar.google.com/&scioq=Geographical+tourism&hl=en&num=20&as_sdt=0,48","https://scholar.google.com/scholar?cluster=1392821313562130860&hl=en&num=20&as_sdt=0,48",https://www.diva-portal.org/smash/get/diva2:641659/FULLTEXT02
Geographical tourism,c0_EOcSuBREJ,Pdf,Food Geographical Indication in enhancing agricultural and tourism performance.,https://managementjournal.usamv.ro/pdf/vol.21_1/Art41.pdf,"L Hadelan, MJ Rogelj, O Mikuš, MZ Sušac",2021,2021,… of the Food Geographical Indication Scheme in the European Union countries and to determine their statistical connection with the development indicators in agriculture and tourism. …,,"L Hadelan, MJ Rogelj, O Mikuš, MZ Sušac - 2021 - managementjournal.usamv.ro",22,"https://scholar.google.com/scholar?cites=1226578631334317939&as_sdt=5,48&sciodt=0,48&hl=en&num=20","https://scholar.google.com/scholar?q=related:c0_EOcSuBREJ:scholar.google.com/&scioq=Geographical+tourism&hl=en&num=20&as_sdt=0,48","https://scholar.google.com/scholar?cluster=1226578631334317939&hl=en&num=20&as_sdt=0,48",https://managementjournal.usamv.ro/pdf/vol.21_1/Art41.pdf
Geographical tourism,8urpVh79iIEJ,,Tourism development of World Heritage Sites in China: A geographic perspective,https://www.sciencedirect.com/science/article/pii/S0261517707000647,"M Li, B Wu, L Cai",Tourism Management,2008,… of tourism development at those sites. The study applies geographical tools in an examination of the geographical distribution of sites and their spatial relationship to tourist origin cities. …,,"M Li, B Wu, L Cai - Tourism Management, 2008 - Elsevier",573,"https://scholar.google.com/scholar?cites=9333988534474369778&as_sdt=5,48&sciodt=0,48&hl=en&num=20","https://scholar.google.com/scholar?q=related:8urpVh79iIEJ:scholar.google.com/&scioq=Geographical+tourism&hl=en&num=20&as_sdt=0,48","https://scholar.google.com/scholar?cluster=9333988534474369778&hl=en&num=20&as_sdt=0,48",
Geographical tourism,XgJ-xXgc1xgJ,,Towards a geographical political economy of tourism,https://www.elgaronline.com/edcollchap/edcoll/9781786439307/9781786439307.00015.xml,P Brouder,A research agenda for tourism geographies,2019,"… First, studies of tourism labour are an obvious point of departure, as tourism is a labour-intensive sector and tourism geographers have noted that the labour geography of tourism has …",,"P Brouder - A research agenda for tourism geographies, 2019 - elgaronline.com",15,"https://scholar.google.com/scholar?cites=1789930681938084446&as_sdt=5,48&sciodt=0,48&hl=en&num=20","https://scholar.google.com/scholar?q=related:XgJ-xXgc1xgJ:scholar.google.com/&scioq=Geographical+tourism&hl=en&num=20&as_sdt=0,48","https://scholar.google.com/scholar?cluster=1789930681938084446&hl=en&num=20&as_sdt=0,48",
